"age","agecat","degree","educ","emailhrs","hrs1","ndegree","netcat","nethrs","sex","sphrs1","srcheng2","tvhours","usecomp","usemail","usenet","useweb","webhrs","hapmar","happy","speduc","rincome","life","income","maeduc","paeduc","marital","postlife","pres96","richwork","satjob","sibs","spdeg","spwrksta","vote96","wrkstat","zodiac","incomdol","rincdol","husbeduc","wifeduc","husbhr","wifehr","husbft","wifeft","wkftwife","wkfthusb"
43,"40-49","High school",12,6,40,"High school","More than 10",16,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",10,"NAP","PRETTY HAPPY",97,"$30000 TO 34999","EXCITING","$30000 TO 34999",15,16,"WIDOWED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",6,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
73,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","NAP","$20000 TO 22499",98,98,"WIDOWED","YES","CLINTON","NAP","NAP",9,"NAP","NAP","VOTED","RETIRED","VIRGO",21250,-2,NA,NA,NA,NA,NA,NA,NA,NA
40,"40-49","High school",15,0,-1,"High school","One hour or less",0.333333333333333,"Male",40,"Not applicable",3,"Yes","No","Yes","Yes",0.333333333333333,"NOT TOO HAPPY","NOT TOO HAPPY",15,"REFUSED","NAP","DK",12,13,"MARRIED","YES","CLINTON","NAP","A LITTLE DISSAT",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","TEMP NOT WORKING","GEMINI",-2,-1,15,15,NA,40,"No","Yes",1,0
53,"50-59","High school",13,-1,35,"High school","Not Internet user",-1,"Female",40,"Not applicable",1,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",14,"REFUSED","ROUTINE","REFUSED",12,12,"MARRIED","YES","PEROT","STOP WORKING","VERY SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","AQUARIUS",-1,-1,14,13,40,35,"Yes","Yes",1,1
67,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",50,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","EXCITING","$110000 OR OVER",9,12,"MARRIED","NAP","PEROT","NAP","NA",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","KEEPING HOUSE","CAPRICORN",110000,-2,12,12,50,NA,"Yes","No",0,1
51,"50-59","High school",12,-1,46,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$20000 TO 22499","NAP","NA",12,11,"DIVORCED","YES","NAP","NAP","MOD. SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SAGITTARIUS",-2,21250,NA,NA,NA,NA,NA,NA,NA,NA
62,"60-89","High school",12,1,-1,"High school","1+ to  4 hours",1.5,"Female",50,"Not applicable",-1,"Yes","Yes","Yes","Yes",0.5,"PRETTY HAPPY","PRETTY HAPPY",14,"$12500 TO 14999","ROUTINE","$60000 TO 74999",12,98,"MARRIED","NAP","DOLE","NAP","NAP",2,"HIGH SCHOOL","WORKING FULLTIME","VOTED","RETIRED","ARIES",67500,13750,14,12,50,NA,"Yes","No",0,1
40,"40-49","High school",14,1,50,"High school","One hour or less",1,"Female",-1,"Not applicable",1,"Yes","Yes","Yes","No",0,"NAP","NA",97,"$25000 TO 29999","NAP","$25000 TO 29999",6,97,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","LEO",27500,27500,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","High school",16,3,40,"High school","More than 10",12,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",9,"NAP","PRETTY HAPPY",97,"$25000 TO 29999","EXCITING","$50000 TO 59999",15,97,"NEVER MARRIED","YES","CLINTON","CONTINUE WORKING","MOD. SATISFIED",0,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",55000,27500,NA,NA,NA,NA,NA,NA,NA,NA
24,"18-29","High school",12,-1,40,"High school","Not Internet user",-1,"Male",-1,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"$35000 TO 39999","NAP","$35000 TO 39999",12,20,"MARRIED","YES","NAP","NAP","A LITTLE DISSAT",4,"HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","VIRGO",37500,37500,12,12,40,NA,"Yes","No",0,1
44,"40-49","High school",12,-1,59,"High school","Not Internet user",-1,"Male",-1,"Not applicable",2,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","NAP","$40000 TO 49999",98,98,"DIVORCED","YES","PEROT","NAP","MOD. SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CANCER",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
61,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",5,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","$30000 TO 34999",98,4,"DIVORCED","NO","CLINTON","NAP","NAP",11,"NAP","NAP","VOTED","RETIRED","SAGITTARIUS",32500,-2,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","High school",12,1,40,"High school","1+ to  4 hours",2,"Female",-1,"Not applicable",4,"Yes","Yes","Yes","Yes",1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","NAP","$17500 TO 19999",14,12,"DIVORCED","NO","NAP","NAP","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","VIRGO",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
66,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",13,"NAP","NAP","DK",8,9,"MARRIED","YES","NAP","NAP","VERY SATISFIED",4,"BACHELOR","KEEPING HOUSE","DONT KNOW/REMMBR","KEEPING HOUSE","LIBRA",-2,-2,13,13,NA,NA,"No","No",0,0
32,"30-39","High school",12,-1,50,"High school","Not Internet user",-1,"Male",-1,"Not applicable",12,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$20000 TO 22499","NAP","$20000 TO 22499",9,98,"SEPARATED","YES","NAP","NAP","MOD. SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","VIRGO",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA
32,"30-39","High school",12,-1,45,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"$17500 TO 19999","EXCITING","$17500 TO 19999",4,0,"MARRIED","NAP","NAP","CONTINUE WORKING","MOD. SATISFIED",10,"HIGH SCHOOL","KEEPING HOUSE","DID NOT VOTE","WORKING FULLTIME","ARIES",18750,18750,12,10,45,NA,"Yes","No",0,1
68,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$17500 TO 19999",12,97,"DIVORCED","DK","NA","NAP","NAP",7,"NAP","NAP","VOTED","RETIRED","PISCES",18750,-2,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","High school",14,5,40,"High school","4+ to 10 hours",9,"Male",25,"Yahoo",5,"Yes","Yes","Yes","Yes",4,"PRETTY HAPPY","VERY HAPPY",12,"REFUSED","NAP","REFUSED",6,97,"MARRIED","YES","DOLE","NAP","VERY SATISFIED",6,"HIGH SCHOOL","WORKING PARTTIME","VOTED","WORKING FULLTIME","PISCES",-1,-1,14,12,40,25,"Yes","No",0,1
60,"60-89","High school",14,0.333333333333333,35,"High school","One hour or less",0.333333333333333,"Female",-1,"Not applicable",8,"Yes","Yes","Yes","No",0,"NAP","VERY HAPPY",97,"$17500 TO 19999","NAP","$17500 TO 19999",9,97,"SEPARATED","YES","CLINTON","NAP","A LITTLE DISSAT",1,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","High school",12,-1,42,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$25000 TO 29999","ROUTINE","$35000 TO 39999",12,97,"NEVER MARRIED","NAP","NAP","STOP WORKING","MOD. SATISFIED",7,"NAP","NAP","DONT KNOW/REMMBR","WORKING FULLTIME","VIRGO",37500,27500,NA,NA,NA,NA,NA,NA,NA,NA
41,"40-49","High school",13,-1,77,"High school","Not Internet user",-1,"Male",-1,"Not applicable",6,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","NAP","DK",10,97,"NEVER MARRIED","YES","NAP","NAP","MOD. SATISFIED",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","ARIES",-2,-2,NA,NA,NA,NA,NA,NA,NA,NA
27,"18-29","High school",16,0.166666666666667,36,"High school","1+ to  4 hours",2.16666666666667,"Male",-1,"Yahoo",1,"Yes","Yes","Yes","Yes",2,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","NAP","$15000 TO 17499",14,16,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING PARTTIME","CAPRICORN",16250,16250,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","High school",12,2,40,"High school","4+ to 10 hours",6,"Male",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","PRETTY HAPPY",16,"$60000 TO 74999","EXCITING","$60000 TO 74999",12,18,"MARRIED","NAP","DOLE","STOP WORKING","A LITTLE DISSAT",1,"BACHELOR","KEEPING HOUSE","VOTED","WORKING FULLTIME","SAGITTARIUS",67500,67500,12,16,40,NA,"Yes","No",0,1
43,"40-49","High school",12,3,55,"High school","4+ to 10 hours",9,"Male",45,"Lycos",1,"Yes","Yes","Yes","Yes",6,"VERY HAPPY","VERY HAPPY",12,"$40000 TO 49999","NAP","$75000 TO $89999",8,8,"MARRIED","YES","PEROT","NAP","MOD. SATISFIED",4,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","PISCES",82500,45000,12,12,55,45,"Yes","Yes",1,1
28,"18-29","High school",13,-1,55,"High school","Not Internet user",-1,"Male",36,"Not applicable",-1,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",14,"$22500 TO 24999","EXCITING","$35000 TO 39999",12,12,"MARRIED","NAP","NAP","CONTINUE WORKING","VERY SATISFIED",2,"JUNIOR COLLEGE","WORKING PARTTIME","DID NOT VOTE","WORKING FULLTIME","PISCES",37500,23750,13,14,55,36,"Yes","No",0,1
53,"50-59","High school",11,-1,-1,"High school","Not Internet user",-1,"Male",48,"Not applicable",15,"No","No","No","No",-1,"PRETTY HAPPY","NOT TOO HAPPY",12,"NAP","DULL","$50000 TO 59999",10,12,"MARRIED","NO","CLINTON","NAP","NAP",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","OTHER","SCORPIO",55000,-2,11,12,NA,48,"No","Yes",1,0
23,"18-29","High school",12,-1,45,"High school","Not Internet user",-1,"Female",40,"Not applicable",-1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"$15000 TO 17499","EXCITING","$30000 TO 34999",12,12,"MARRIED","NAP","NAP","CONTINUE WORKING","MOD. SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",32500,16250,12,12,40,45,"Yes","Yes",1,1
77,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"NAP","ROUTINE","$40000 TO 49999",8,8,"WIDOWED","YES","DOLE","NAP","NA",2,"NAP","NAP","VOTED","KEEPING HOUSE","LIBRA",45000,-2,NA,NA,NA,NA,NA,NA,NA,NA
38,"30-39","High school",12,0.0833333333333333,50,"High school","One hour or less",0.0833333333333333,"Male",-1,"Not applicable",1,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$40000 TO 49999","NAP","$40000 TO 49999",10,12,"DIVORCED","YES","PEROT","NAP","VERY DISSATISFIED",3,"NAP","NAP","VOTED","WORKING FULLTIME","ARIES",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
28,"18-29","High school",12,2,40,"High school","1+ to  4 hours",3,"Female",-1,"Yahoo",-1,"Yes","Yes","Yes","Yes",1,"PRETTY HAPPY","VERY HAPPY",13,"$1 000 TO 2 999","ROUTINE","$1 000 TO 2 999",97,8,"MARRIED","NAP","NAP","STOP WORKING","MOD. SATISFIED",2,"HIGH SCHOOL","OTHER","DID NOT VOTE","WORKING FULLTIME","LEO",2000,2000,13,12,NA,40,"No","Yes",1,0
70,"60-89","High school",14,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",3,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",16,"NAP","EXCITING","$35000 TO 39999",8,97,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",4,"BACHELOR","RETIRED","VOTED","KEEPING HOUSE","VIRGO",37500,-2,16,14,NA,NA,"No","No",0,0
25,"18-29","High school",15,40,40,"High school","More than 10",50,"Male",-1,"Google",6,"Yes","Yes","Yes","Yes",10,"NAP","VERY HAPPY",97,"$20000 TO 22499","NAP","$20000 TO 22499",16,12,"NEVER MARRIED","YES","CLINTON","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","LEO",21250,21250,NA,NA,NA,NA,NA,NA,NA,NA
28,"18-29","High school",12,10,45,"High school","More than 10",15,"Male",-1,"Yahoo",6,"Yes","Yes","Yes","Yes",5,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","DULL","$17500 TO 19999",12,12,"NEVER MARRIED","YES","NAP","STOP WORKING","VERY SATISFIED",4,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","SCORPIO",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
77,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","NAP","$10000 TO 12499",3,3,"WIDOWED","YES","CLINTON","NAP","NA",7,"NAP","NAP","VOTED","KEEPING HOUSE","AQUARIUS",11250,-2,NA,NA,NA,NA,NA,NA,NA,NA
44,"40-49","High school",12,5,37,"High school","4+ to 10 hours",10,"Female",-1,"Not applicable",5,"Yes","Yes","Yes","Yes",5,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","NAP","$17500 TO 19999",12,97,"NEVER MARRIED","YES","NAP","NAP","A LITTLE DISSAT",3,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","PISCES",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
82,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","VERY HAPPY",97,"NAP","EXCITING","REFUSED",12,6,"WIDOWED","NAP","NAP","NAP","NAP",3,"NAP","NAP","DID NOT VOTE","RETIRED","CANCER",-1,-2,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","High school",10,0.5,-1,"High school","4+ to 10 hours",5.5,"Male",-1,"Yahoo",4,"Yes","Yes","Yes","Yes",5,"NAP","PRETTY HAPPY",97,"$15000 TO 17499","NAP","$15000 TO 17499",16,97,"SEPARATED","YES","NAP","NAP","MOD. SATISFIED",2,"NAP","NAP","DID NOT VOTE","KEEPING HOUSE","ARIES",16250,16250,NA,NA,NA,NA,NA,NA,NA,NA
50,"50-59","High school",16,-3,37,"High school","Not available",-3,"Female",66,"Not available",0,"Yes","No answer","No answer","No answer",-3,"PRETTY HAPPY","PRETTY HAPPY",10,"$10000 TO 12499","EXCITING","$50000 TO 59999",16,16,"MARRIED","NA","CLINTON","CONTINUE WORKING","VERY SATISFIED",3,"LT HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",55000,11250,10,16,66,37,"Yes","Yes",1,1
50,"50-59","High school",16,-1,70,"High school","Not Internet user",-1,"Male",-1,"Not applicable",4,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$30000 TO 34999","NAP","$35000 TO 39999",19,19,"DIVORCED","YES","NAP","NAP","MOD. SATISFIED",1,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","PISCES",37500,32500,NA,NA,NA,NA,NA,NA,NA,NA
68,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","PRETTY HAPPY",12,"NAP","EXCITING","$35000 TO 39999",8,3,"MARRIED","YES","CLINTON","NAP","NAP",3,"HIGH SCHOOL","RETIRED","VOTED","RETIRED","AQUARIUS",37500,-2,12,12,NA,NA,"No","No",0,0
28,"18-29","High school",15,20,40,"High school","More than 10",30,"Female",40,"Netscape",-1,"Yes","Yes","Yes","Yes",10,"VERY HAPPY","VERY HAPPY",14,"$35000 TO 39999","EXCITING","$40000 TO 49999",12,12,"MARRIED","NAP","CLINTON","CONTINUE WORKING","VERY SATISFIED",4,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","GEMINI",45000,37500,14,15,40,40,"Yes","Yes",1,1
37,"30-39","High school",12,-2,60,"High school","Not available",-2,"Male",-1,"Excite",2,"Yes","No answer","Yes","Yes",10,"NAP","VERY HAPPY",97,"$60000 TO 74999","NAP","$60000 TO 74999",17,17,"DIVORCED","NO","CLINTON","NAP","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","GEMINI",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
28,"18-29","High school",14,-1,40,"High school","Not Internet user",-1,"Male",-1,"Not applicable",1,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",14,"$40000 TO 49999","NAP","$40000 TO 49999",14,16,"MARRIED","YES","CLINTON","NAP","VERY SATISFIED",2,"JUNIOR COLLEGE","KEEPING HOUSE","VOTED","WORKING FULLTIME","TAURUS",45000,45000,14,14,40,NA,"Yes","No",0,1
45,"40-49","High school",12,8,40,"High school","More than 10",16,"Female",48,"Not applicable",4,"Yes","Yes","Yes","Yes",8,"VERY HAPPY","PRETTY HAPPY",12,"$25000 TO 29999","ROUTINE","$50000 TO 59999",6,98,"MARRIED","YES","CLINTON","CONTINUE WORKING","VERY SATISFIED",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SCORPIO",55000,27500,12,12,48,40,"Yes","Yes",1,1
48,"40-49","High school",10,0,40,"High school","1+ to  4 hours",4,"Male",-1,"Yahoo",2,"Yes","No","Yes","Yes",4,"NAP","PRETTY HAPPY",97,"REFUSED","EXCITING","REFUSED",9,10,"DIVORCED","YES","NAP","STOP WORKING","MOD. SATISFIED",7,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CANCER",-1,-1,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","High school",14,2,49,"High school","4+ to 10 hours",9,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",7,"NAP","PRETTY HAPPY",97,"$35000 TO 39999","EXCITING","$35000 TO 39999",12,12,"NEVER MARRIED","YES","NAP","CONTINUE WORKING","VERY DISSATISFIED",7,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","NA",37500,37500,NA,NA,NA,NA,NA,NA,NA,NA
34,"30-39","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",2,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"UNDER $1 000","DULL","$6 000 TO 6 999",14,12,"DIVORCED","YES","DOLE","NAP","MOD. SATISFIED",7,"NAP","NAP","VOTED","KEEPING HOUSE","AQUARIUS",6500,500,NA,NA,NA,NA,NA,NA,NA,NA
56,"50-59","High school",12,3,40,"High school","4+ to 10 hours",7,"Male",56,"Yahoo",-1,"Yes","Yes","Yes","Yes",4,"VERY HAPPY","VERY HAPPY",13,"$40000 TO 49999","EXCITING","$110000 OR OVER",12,8,"MARRIED","NAP","DOLE","STOP WORKING","MOD. SATISFIED",5,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","LEO",110000,45000,12,13,40,56,"Yes","Yes",1,1
34,"30-39","High school",13,-1,-1,"High school","Not Internet user",-1,"Male",-1,"Not applicable",0,"Yes","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"$7 000 TO 7 999","NAP","$12500 TO 14999",16,16,"NEVER MARRIED","YES","DOLE","NAP","MOD. SATISFIED",1,"NAP","NAP","VOTED","UNEMPL, LAID OFF","LEO",13750,7500,NA,NA,NA,NA,NA,NA,NA,NA
54,"50-59","High school",13,3,40,"High school","More than 10",13,"Female",40,"Not applicable",2,"Yes","Yes","Yes","Yes",10,"PRETTY HAPPY","PRETTY HAPPY",14,"$20000 TO 22499","NAP","$50000 TO 59999",8,97,"MARRIED","DK","CLINTON","NAP","MOD. SATISFIED",8,"JUNIOR COLLEGE","WORKING FULLTIME","VOTED","WORKING FULLTIME","SCORPIO",55000,21250,14,13,40,40,"Yes","Yes",1,1
24,"18-29","High school",12,2,-1,"High school","1+ to  4 hours",3,"Male",30,"Not applicable",-1,"Yes","Yes","Yes","Yes",1,"NOT TOO HAPPY","PRETTY HAPPY",8,"NA","ROUTINE","$35000 TO 39999",97,97,"MARRIED","NAP","NAP","NAP","VERY SATISFIED",7,"LT HIGH SCHOOL","WORKING PARTTIME","DID NOT VOTE","KEEPING HOUSE","CANCER",37500,-2,12,8,NA,30,"No","No",0,0
28,"18-29","High school",13,-1,64,"High school","Not Internet user",-1,"Male",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","EXCITING","$17500 TO 19999",12,97,"DIVORCED","NAP","NAP","CONTINUE WORKING","A LITTLE DISSAT",8,"NAP","NAP","INELIGIBLE","WORKING FULLTIME","AQUARIUS",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
38,"30-39","High school",12,0.5,60,"High school","One hour or less",0.5,"Male",-1,"Not applicable",2,"Yes","Yes","Yes","No",0,"NAP","PRETTY HAPPY",97,"$60000 TO 74999","ROUTINE","$60000 TO 74999",12,10,"NEVER MARRIED","YES","NAP","STOP WORKING","MOD. SATISFIED",5,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","CAPRICORN",67500,67500,NA,NA,NA,NA,NA,NA,NA,NA
37,"30-39","High school",13,1,50,"High school","1+ to  4 hours",3,"Female",-1,"Not applicable",2,"Yes","Yes","Yes","Yes",2,"NAP","VERY HAPPY",97,"$30000 TO 34999","NAP","$30000 TO 34999",9,10,"NEVER MARRIED","NO","NAP","NAP","VERY SATISFIED",2,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","TAURUS",32500,32500,NA,NA,NA,NA,NA,NA,NA,NA
43,"40-49","High school",13,-3,-1,"High school","Not available",-3,"Female",40,"Not available",4,"Yes","No answer","No answer","No answer",-3,"PRETTY HAPPY","PRETTY HAPPY",12,"NAP","ROUTINE","$35000 TO 39999",11,6,"MARRIED","YES","CLINTON","STOP WORKING","A LITTLE DISSAT",1,"HIGH SCHOOL","WORKING FULLTIME","VOTED","TEMP NOT WORKING","TAURUS",37500,-2,12,13,40,NA,"Yes","No",0,1
36,"30-39","High school",13,-1,40,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"Yes","No","No","No",-1,"NAP","PRETTY HAPPY",97,"$17500 TO 19999","EXCITING","$17500 TO 19999",10,97,"DIVORCED","NAP","NAP","CONTINUE WORKING","VERY DISSATISFIED",5,"NAP","NAP","DONT KNOW/REMMBR","WORKING FULLTIME","CAPRICORN",18750,18750,NA,NA,NA,NA,NA,NA,NA,NA
60,"60-89","High school",12,-1,45,"High school","Not Internet user",-1,"Male",45,"Not applicable",4,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",14,"$40000 TO 49999","EXCITING","$90000 - $109999",12,97,"MARRIED","DK","PEROT","CONTINUE WORKING","VERY SATISFIED",0,"HIGH SCHOOL","WORKING FULLTIME","VOTED","WORKING FULLTIME","SAGITTARIUS",1e+05,45000,12,14,45,45,"Yes","Yes",1,1
60,"60-89","High school",13,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",-1,"No","No","No","No",-1,"NAP","NOT TOO HAPPY",97,"NAP","ROUTINE","$17500 TO 19999",7,9,"WIDOWED","NAP","CLINTON","NAP","NAP",4,"NAP","NAP","VOTED","RETIRED","AQUARIUS",18750,-2,NA,NA,NA,NA,NA,NA,NA,NA
25,"18-29","High school",14,1,40,"High school","More than 10",11,"Female",-1,"Yahoo",2,"Yes","Yes","Yes","Yes",10,"NAP","VERY HAPPY",97,"$40000 TO 49999","EXCITING","$40000 TO 49999",97,12,"DIVORCED","DK","CLINTON","STOP WORKING","VERY SATISFIED",2,"NAP","NAP","VOTED","WORKING FULLTIME","CAPRICORN",45000,45000,NA,NA,NA,NA,NA,NA,NA,NA
69,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",20,"Not applicable",8,"No","No","No","No",-1,"PRETTY HAPPY","VERY HAPPY",8,"NAP","EXCITING","$15000 TO 17499",12,6,"MARRIED","YES","CLINTON","NAP","NAP",6,"LT HIGH SCHOOL","WORKING PARTTIME","VOTED","RETIRED","SCORPIO",16250,-2,8,12,20,NA,"No","No",0,0
33,"30-39","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",40,"Not applicable",2,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",12,"NAP","ROUTINE","$30000 TO 34999",12,97,"MARRIED","DK","NAP","NAP","VERY SATISFIED",2,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","KEEPING HOUSE","SAGITTARIUS",32500,-2,12,12,40,NA,"Yes","No",0,1
32,"30-39","High school",12,0,40,"High school","1+ to  4 hours",2,"Male",-1,"Not available",3,"Yes","No","Yes","Yes",2,"NAP","VERY HAPPY",97,"REFUSED","NAP","DK",14,97,"NEVER MARRIED","YES","NAP","NAP","VERY SATISFIED",0,"NAP","NAP","DID NOT VOTE","WORKING FULLTIME","AQUARIUS",-2,-1,NA,NA,NA,NA,NA,NA,NA,NA
39,"30-39","High school",12,-1,55,"High school","Not Internet user",-1,"Male",40,"Not applicable",2,"No","No","No","No",-1,"PRETTY HAPPY","PRETTY HAPPY",12,"$10000 TO 12499","ROUTINE","$40000 TO 49999",98,98,"MARRIED","YES","NAP","CONTINUE WORKING","VERY SATISFIED",3,"HIGH SCHOOL","WORKING FULLTIME","DID NOT VOTE","WORKING FULLTIME","CANCER",45000,11250,12,12,55,40,"Yes","Yes",1,1
72,"60-89","High school",14,1,-1,"High school","1+ to  4 hours",4,"Female",-1,"Not applicable",-1,"No","Yes","Yes","Yes",3,"NAP","VERY HAPPY",97,"NAP","EXCITING","$40000 TO 49999",5,5,"WIDOWED","NAP","DOLE","NAP","VERY SATISFIED",3,"NAP","NAP","VOTED","KEEPING HOUSE","GEMINI",45000,-2,NA,NA,NA,NA,NA,NA,NA,NA
76,"60-89","High school",12,-1,-1,"High school","Not Internet user",-1,"Female",-1,"Not applicable",5,"No","No","No","No",-1,"VERY HAPPY","VERY HAPPY",10,"NAP","NAP","REFUSED",98,97,"MARRIED","YES","CLINTON","NAP","NA",3,"LT HIGH SCHOOL","RETIRED","VOTED","KEEPING HOUSE","PISCES",-1,-2,10,12,NA,NA,"No","No",0,0
